1231,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",29.09
1232,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Orinda Station","11 Camino Pablo, Orinda, CA 94563",16.01
1233,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",5.67
1234,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",7.41
1235,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Powell St. Station","899 Market Street, San Francisco, CA 94102",31.4
1236,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",24.42
1237,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Rockridge Station","5660 College Avenue, Oakland, CA 94618",20.5
1238,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",43.01
1239,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",43.91
1240,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",33.54
1241,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",43.87
1242,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",42.34
1243,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Union City Station","10 Union Square, Union City, CA 94587",43.69
1244,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",8.75
1245,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",25.28
1246,"North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520","West Oakland Station","1451 7th Street, Oakland, CA 94607",25.22
1247,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",9.08
1248,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",17.81
1249,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",8.56
1250,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",18.95
1251,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",7.32
1252,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",21.56
1253,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",17.51
1254,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",19.72
1255,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",16.53
1256,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",15.25
1257,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Colma Station","365 D Street, Colma, CA 94014",24.54
1258,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Concord Station","1451 Oakland Avenue, Concord, CA 94520",13.6
1259,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",23.6
1260,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",8.29
1261,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",24.57
1262,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",15.84
1263,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",14.52
1264,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Embarcadero Station","298 Market Street, San Francisco, CA 94111",15.79
1265,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Fremont Station","2000 BART Way, Fremont, CA 94536",40.14
1266,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",12.96
1267,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",20.7
1268,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Hayward Station","699 'B' Street, Hayward, CA 94541",20.16
1269,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",4.51
1270,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",10.0
1271,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","MacArthur Station","555 40th Street, Oakland, CA 94609",6.95
1272,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",29.29
1273,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",16.26
1274,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",12.82
1275,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",16.06
1276,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",20.54
1277,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",9.39
1278,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Powell St. Station","899 Market Street, San Francisco, CA 94102",16.25
1279,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",17.39
1280,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Rockridge Station","5660 College Avenue, Oakland, CA 94618",5.35
1281,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",27.85
1282,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",28.76
1283,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",18.39
1284,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",27.16
1285,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",27.18
1286,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Union City Station","10 Union Square, Union City, CA 94587",30.54
1287,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",7.72
1288,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",23.12
1289,"Orinda Station","11 Camino Pablo, Orinda, CA 94563","West Oakland Station","1451 7th Street, Oakland, CA 94607",10.07
1290,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",28.84
1291,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",37.57
1292,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",28.31
1293,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",38.7
1294,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",27.07
1295,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",41.31
1296,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",42.24
1297,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",38.47
1298,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",36.28
1299,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",35.0
1300,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Colma Station","365 D Street, Colma, CA 94014",44.29
1301,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Concord Station","1451 Oakland Avenue, Concord, CA 94520",7.83
1302,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",43.36
1303,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",28.04
1304,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",31.33
1305,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",28.27
1306,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",30.63
1307,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Embarcadero Station","298 Market Street, San Francisco, CA 94111",35.54
1308,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Fremont Station","2000 BART Way, Fremont, CA 94536",46.89
1309,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",32.71
1310,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",40.45
1311,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Hayward Station","699 'B' Street, Hayward, CA 94541",40.08
1312,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",16.66
1313,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",29.75
1314,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","MacArthur Station","555 40th Street, Oakland, CA 94609",26.7
1315,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",49.04
1316,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",36.01
1317,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",33.26
1318,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",5.75
1319,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Orinda Station","11 Camino Pablo, Orinda, CA 94563",20.61
1320,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",12.0
1321,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Powell St. Station","899 Market Street, San Francisco, CA 94102",36.0
1322,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",28.58
1323,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Rockridge Station","5660 College Avenue, Oakland, CA 94618",25.1
1324,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",47.61
1325,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",48.51
1326,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",38.14
1327,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",48.47
1328,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",46.94
1329,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Union City Station","10 Union Square, Union City, CA 94587",48.28
1330,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",13.34
1331,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",29.87
1332,"PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565","West Oakland Station","1451 7th Street, Oakland, CA 94607",29.82
1333,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",18.15
1334,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",26.88
1335,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",17.62
1336,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",28.02
1337,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",16.38
1338,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",30.63
1339,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",31.55
1340,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",27.78
1341,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",25.59
1342,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",24.32
1343,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Colma Station","365 D Street, Colma, CA 94014",33.6
1344,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Concord Station","1451 Oakland Avenue, Concord, CA 94520",4.85
1345,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",32.67
1346,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",17.35
1347,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",20.64
1348,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",26.03
1349,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",23.59
1350,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Embarcadero Station","298 Market Street, San Francisco, CA 94111",24.85
1351,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Fremont Station","2000 BART Way, Fremont, CA 94536",36.2
1352,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",22.02
1353,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",29.76
1354,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Hayward Station","699 'B' Street, Hayward, CA 94541",29.39
1355,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",5.97
1356,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",19.07
1357,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","MacArthur Station","555 40th Street, Oakland, CA 94609",16.01
1358,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",38.35
1359,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",25.32
1360,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",21.88
1361,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",7.31
1362,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Orinda Station","11 Camino Pablo, Orinda, CA 94563",9.92
1363,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",11.8
1364,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Powell St. Station","899 Market Street, San Francisco, CA 94102",25.31
1365,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",26.33
1366,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Rockridge Station","5660 College Avenue, Oakland, CA 94618",14.41
1367,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",36.92
1368,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",37.82
1369,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",27.45
1370,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",37.78
1371,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",36.25
1372,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Union City Station","10 Union Square, Union City, CA 94587",37.6
1373,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",2.13
1374,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",19.19
1375,"Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597","West Oakland Station","1451 7th Street, Oakland, CA 94607",19.13
1376,"Powell St. Station","899 Market Street, San Francisco, CA 94102","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",10.73
1377,"Powell St. Station","899 Market Street, San Francisco, CA 94102","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",1.92
1378,"Powell St. Station","899 Market Street, San Francisco, CA 94102","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",10.2
1379,"Powell St. Station","899 Market Street, San Francisco, CA 94102","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",4.04
1380,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",10.63
1381,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",6.65
1382,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",22.66
1383,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",24.87
1384,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",0.44
1385,"Powell St. Station","899 Market Street, San Francisco, CA 94102","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",16.26
1386,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Colma Station","365 D Street, Colma, CA 94014",9.63
1387,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Concord Station","1451 Oakland Avenue, Concord, CA 94520",29.0
1388,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",8.7
1389,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",12.32
1390,"Powell St. Station","899 Market Street, San Francisco, CA 94102","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",34.83
1391,"Powell St. Station","899 Market Street, San Francisco, CA 94102","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",14.85
1392,"Powell St. Station","899 Market Street, San Francisco, CA 94102","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",13.53
1393,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Embarcadero Station","298 Market Street, San Francisco, CA 94111",0.74
1394,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Fremont Station","2000 BART Way, Fremont, CA 94536",37.31
1395,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",13.97
1396,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",5.79
1397,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Hayward Station","699 'B' Street, Hayward, CA 94541",24.83
1398,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",19.92
1399,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",11.65
1400,"Powell St. Station","899 Market Street, San Francisco, CA 94102","MacArthur Station","555 40th Street, Oakland, CA 94609",9.26
1401,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",14.38
1402,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",0.41
1403,"Powell St. Station","899 Market Street, San Francisco, CA 94102","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",11.83
1404,"Powell St. Station","899 Market Street, San Francisco, CA 94102","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",31.47
1405,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Orinda Station","11 Camino Pablo, Orinda, CA 94563",16.22
1406,"Powell St. Station","899 Market Street, San Francisco, CA 94102","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",35.95
1407,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",24.79
1408,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",16.4
1409,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Rockridge Station","5660 College Avenue, Oakland, CA 94618",10.99
1410,"Powell St. Station","899 Market Street, San Francisco, CA 94102","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",12.95
1411,"Powell St. Station","899 Market Street, San Francisco, CA 94102","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",13.85
1412,"Powell St. Station","899 Market Street, San Francisco, CA 94102","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",19.4
1413,"Powell St. Station","899 Market Street, San Francisco, CA 94102","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",28.17
1414,"Powell St. Station","899 Market Street, San Francisco, CA 94102","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",12.28
1415,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Union City Station","10 Union Square, Union City, CA 94587",31.55
1416,"Powell St. Station","899 Market Street, San Francisco, CA 94102","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",23.13
1417,"Powell St. Station","899 Market Street, San Francisco, CA 94102","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",33.63
1418,"Powell St. Station","899 Market Street, San Francisco, CA 94102","West Oakland Station","1451 7th Street, Oakland, CA 94607",9.09
1419,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",12.31
1420,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",18.28
1421,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",11.78
1422,"Richmond Station","1700 Nevin Avenue, Richmond, CA 94801","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",19.42
