Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
393,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",8.35
394,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",10.6
395,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",16.51
396,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Colma Station","365 D Street, Colma, CA 94014",24.52
397,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Concord Station","1451 Oakland Avenue, Concord, CA 94520",27.83
398,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",23.59
399,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",11.13
400,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",20.55
401,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",16.61
402,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",15.3
403,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Embarcadero Station","298 Market Street, San Francisco, CA 94111",15.77
404,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Fremont Station","2000 BART Way, Fremont, CA 94536",22.93
405,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",2.2
406,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",20.68
407,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Hayward Station","699 'B' Street, Hayward, CA 94541",10.44
408,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",18.75
409,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",5.54
410,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","MacArthur Station","555 40th Street, Oakland, CA 94609",8.29
411,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",30.32
412,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",16.24
413,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",13.59
414,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",30.29
415,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Orinda Station","11 Camino Pablo, Orinda, CA 94563",15.04
416,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",34.78
417,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",23.62
418,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Powell St. Station","899 Market Street, San Francisco, CA 94102",16.23
419,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",18.17
420,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Rockridge Station","5660 College Avenue, Oakland, CA 94618",9.81
421,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",27.84
422,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",28.74
423,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",3.11
424,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",13.79
425,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",27.17
426,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Union City Station","10 Union Square, Union City, CA 94587",17.17
427,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",21.95
428,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",19.36
429,"ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621","West Oakland Station","1451 7th Street, Oakland, CA 94607",8.07
430,"Colma Station","365 D Street, Colma, CA 94014","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",19.7
431,"Colma Station","365 D Street, Colma, CA 94014","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",7.3
432,"Colma Station","365 D Street, Colma, CA 94014","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",19.17
433,"Colma Station","365 D Street, Colma, CA 94014","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",6.41
434,"Colma Station","365 D Street, Colma, CA 94014","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",19.6
435,"Colma Station","365 D Street, Colma, CA 94014","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",3.52
436,"Colma Station","365 D Street, Colma, CA 94014","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",33.24
437,"Colma Station","365 D Street, Colma, CA 94014","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",33.84
438,"Colma Station","365 D Street, Colma, CA 94014","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",9.6
439,"Colma Station","365 D Street, Colma, CA 94014","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",25.24
440,"Colma Station","365 D Street, Colma, CA 94014","Concord Station","1451 Oakland Avenue, Concord, CA 94520",37.98
441,"Colma Station","365 D Street, Colma, CA 94014","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",1.91
442,"Colma Station","365 D Street, Colma, CA 94014","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",21.29
443,"Colma Station","365 D Street, Colma, CA 94014","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",43.8
444,"Colma Station","365 D Street, Colma, CA 94014","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",23.82
445,"Colma Station","365 D Street, Colma, CA 94014","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",22.5
446,"Colma Station","365 D Street, Colma, CA 94014","Embarcadero Station","298 Market Street, San Francisco, CA 94111",11.15
447,"Colma Station","365 D Street, Colma, CA 94014","Fremont Station","2000 BART Way, Fremont, CA 94536",40.49
448,"Colma Station","365 D Street, Colma, CA 94014","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",22.94
449,"Colma Station","365 D Street, Colma, CA 94014","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",5.18
450,"Colma Station","365 D Street, Colma, CA 94014","Hayward Station","699 'B' Street, Hayward, CA 94541",30.79
451,"Colma Station","365 D Street, Colma, CA 94014","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",28.89
452,"Colma Station","365 D Street, Colma, CA 94014","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",20.62
453,"Colma Station","365 D Street, Colma, CA 94014","MacArthur Station","555 40th Street, Oakland, CA 94609",18.23
454,"Colma Station","365 D Street, Colma, CA 94014","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",9.67
455,"Colma Station","365 D Street, Colma, CA 94014","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",10.48
456,"Colma Station","365 D Street, Colma, CA 94014","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",20.8
457,"Colma Station","365 D Street, Colma, CA 94014","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",40.44
458,"Colma Station","365 D Street, Colma, CA 94014","Orinda Station","11 Camino Pablo, Orinda, CA 94563",25.19
459,"Colma Station","365 D Street, Colma, CA 94014","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",44.92
460,"Colma Station","365 D Street, Colma, CA 94014","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",33.77
461,"Colma Station","365 D Street, Colma, CA 94014","Powell St. Station","899 Market Street, San Francisco, CA 94102",10.01
462,"Colma Station","365 D Street, Colma, CA 94014","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",25.37
463,"Colma Station","365 D Street, Colma, CA 94014","Rockridge Station","5660 College Avenue, Oakland, CA 94618",19.96
464,"Colma Station","365 D Street, Colma, CA 94014","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",4.78
465,"Colma Station","365 D Street, Colma, CA 94014","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",9.04
466,"Colma Station","365 D Street, Colma, CA 94014","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",28.37
467,"Colma Station","365 D Street, Colma, CA 94014","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",31.35
468,"Colma Station","365 D Street, Colma, CA 94014","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",2.22
469,"Colma Station","365 D Street, Colma, CA 94014","Union City Station","10 Union Square, Union City, CA 94587",34.73
470,"Colma Station","365 D Street, Colma, CA 94014","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",32.1
471,"Colma Station","365 D Street, Colma, CA 94014","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",42.6
472,"Colma Station","365 D Street, Colma, CA 94014","West Oakland Station","1451 7th Street, Oakland, CA 94607",18.07
473,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",21.86
474,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",30.59
475,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",21.33
476,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",31.73
477,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",20.09
478,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",34.34
479,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",35.26
480,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",31.49
481,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",29.3
482,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",28.03
483,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Colma Station","365 D Street, Colma, CA 94014",37.31
484,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",36.38
485,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",21.06
486,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",24.35
487,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",25.33
488,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",27.69
489,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Embarcadero Station","298 Market Street, San Francisco, CA 94111",28.56
490,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Fremont Station","2000 BART Way, Fremont, CA 94536",39.91
491,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",25.73
492,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",33.47
493,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Hayward Station","699 'B' Street, Hayward, CA 94541",33.1
494,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",9.69
495,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",22.78
496,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","MacArthur Station","555 40th Street, Oakland, CA 94609",19.73
497,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",42.06
498,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",29.03
499,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",25.59
500,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",2.83
501,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Orinda Station","11 Camino Pablo, Orinda, CA 94563",13.63
502,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",7.81
503,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",4.89
504,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Powell St. Station","899 Market Street, San Francisco, CA 94102",29.02
505,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",25.64
506,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Rockridge Station","5660 College Avenue, Oakland, CA 94618",18.12
507,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",40.63
508,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",41.53
509,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",31.16
510,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",41.49
511,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",39.96
512,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Union City Station","10 Union Square, Union City, CA 94587",41.31
513,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",6.37
514,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",22.9
515,"Concord Station","1451 Oakland Avenue, Concord, CA 94520","West Oakland Station","1451 7th Street, Oakland, CA 94607",22.84
516,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",18.23
517,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",5.83
518,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",17.7
519,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",4.94
520,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",18.12
521,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",2.05
522,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",30.16
523,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",32.37
524,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",8.13
525,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",23.76
526,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Colma Station","365 D Street, Colma, CA 94014",2.02
527,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Concord Station","1451 Oakland Avenue, Concord, CA 94520",36.5
528,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",19.82
529,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",42.32
530,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",22.35
531,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",21.03
532,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Embarcadero Station","298 Market Street, San Francisco, CA 94111",9.67
533,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Fremont Station","2000 BART Way, Fremont, CA 94536",41.76
534,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",21.47
535,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",3.7
536,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Hayward Station","699 'B' Street, Hayward, CA 94541",32.05
537,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",27.42
538,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",19.15
539,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","MacArthur Station","555 40th Street, Oakland, CA 94609",16.76
540,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",10.94
541,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",9.01
542,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",19.33
543,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",38.97
544,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Orinda Station","11 Camino Pablo, Orinda, CA 94563",23.71
545,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",43.45
546,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",32.29
547,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Powell St. Station","899 Market Street, San Francisco, CA 94102",8.54
548,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",23.9
549,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Rockridge Station","5660 College Avenue, Oakland, CA 94618",18.48
550,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",7.77
551,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",10.31
552,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",26.9
553,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",32.62
554,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",3.99
555,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Union City Station","10 Union Square, Union City, CA 94587",35.99
556,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",30.63
557,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",41.13
558,"Daly City Station","500 John Daly Blvd., Daly City, CA 94014","West Oakland Station","1451 7th Street, Oakland, CA 94607",16.59
559,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",5.15
560,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",13.56
561,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",4.62
562,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",14.7
563,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",1.2
564,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",17.31
565,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",16.99
566,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",19.2
567,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",12.27
568,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",11.32
569,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Colma Station","365 D Street, Colma, CA 94014",20.28
570,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Concord Station","1451 Oakland Avenue, Concord, CA 94520",20.98
571,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",19.35
572,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",29.15
573,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",6.78
574,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",3.73
575,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Embarcadero Station","298 Market Street, San Francisco, CA 94111",11.53
576,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Fremont Station","2000 BART Way, Fremont, CA 94536",32.37
577,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",9.02
578,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",16.44
579,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Hayward Station","699 'B' Street, Hayward, CA 94541",19.63
580,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",11.9
581,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",6.07
582,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","MacArthur Station","555 40th Street, Oakland, CA 94609",3.07
583,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",25.03
584,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",12.0
585,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",1.38
586,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",23.45
587,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Orinda Station","11 Camino Pablo, Orinda, CA 94563",8.19
588,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",27.93
589,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",16.77
590,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Powell St. Station","899 Market Street, San Francisco, CA 94102",11.99
591,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",8.33
592,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","Rockridge Station","5660 College Avenue, Oakland, CA 94618",2.73
593,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",23.6
594,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",24.5
595,"Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",14.45
