Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
952,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",21.59
953,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",23.8
954,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",20.6
955,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",19.33
956,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Colma Station","365 D Street, Colma, CA 94014",28.61
957,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Concord Station","1451 Oakland Avenue, Concord, CA 94520",9.79
958,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",27.68
959,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",12.36
960,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",20.77
961,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",19.91
962,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",18.6
963,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Embarcadero Station","298 Market Street, San Francisco, CA 94111",19.86
964,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Fremont Station","2000 BART Way, Fremont, CA 94536",36.33
965,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",17.03
966,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",24.77
967,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Hayward Station","699 'B' Street, Hayward, CA 94541",24.23
968,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",14.08
969,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","MacArthur Station","555 40th Street, Oakland, CA 94609",11.03
970,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",33.36
971,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",20.34
972,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",16.89
973,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",12.26
974,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Orinda Station","11 Camino Pablo, Orinda, CA 94563",4.94
975,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",16.74
976,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",5.58
977,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Powell St. Station","899 Market Street, San Francisco, CA 94102",20.32
978,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",21.47
979,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Rockridge Station","5660 College Avenue, Oakland, CA 94618",9.42
980,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",31.93
981,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",32.83
982,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",22.46
983,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",31.24
984,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",31.26
985,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Union City Station","10 Union Square, Union City, CA 94587",34.61
986,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",3.92
987,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",19.31
988,"Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549","West Oakland Station","1451 7th Street, Oakland, CA 94607",14.14
989,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",0.7
990,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",12.7
991,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",1.06
992,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",13.84
993,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",4.85
994,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",16.44
995,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",12.14
996,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",14.39
997,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",11.41
998,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",5.67
999,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Colma Station","365 D Street, Colma, CA 94014",19.42
1000,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Concord Station","1451 Oakland Avenue, Concord, CA 94520",22.73
1001,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",18.49
1002,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",6.03
1003,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",24.34
1004,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",11.51
1005,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",10.2
1006,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Embarcadero Station","298 Market Street, San Francisco, CA 94111",10.67
1007,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Fremont Station","2000 BART Way, Fremont, CA 94536",26.72
1008,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",3.38
1009,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",15.58
1010,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Hayward Station","699 'B' Street, Hayward, CA 94541",14.24
1011,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",13.64
1012,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","MacArthur Station","555 40th Street, Oakland, CA 94609",3.19
1013,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",24.17
1014,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",11.14
1015,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",8.49
1016,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",25.19
1017,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Orinda Station","11 Camino Pablo, Orinda, CA 94563",9.94
1018,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",29.67
1019,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",18.52
1020,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Powell St. Station","899 Market Street, San Francisco, CA 94102",11.13
1021,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",13.07
1022,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Rockridge Station","5660 College Avenue, Oakland, CA 94618",4.71
1023,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",22.74
1024,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",23.64
1025,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",8.81
1026,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",17.58
1027,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",22.07
1028,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Union City Station","10 Union Square, Union City, CA 94587",20.96
1029,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",16.85
1030,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",23.15
1031,"Lake Merritt Station","800 Madison Street, Oakland, CA 94607","West Oakland Station","1451 7th Street, Oakland, CA 94607",2.97
1032,"MacArthur Station","555 40th Street, Oakland, CA 94609","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",1.87
1033,"MacArthur Station","555 40th Street, Oakland, CA 94609","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",11.95
1034,"MacArthur Station","555 40th Street, Oakland, CA 94609","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",1.59
1035,"MacArthur Station","555 40th Street, Oakland, CA 94609","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",13.09
1036,"MacArthur Station","555 40th Street, Oakland, CA 94609","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",2.07
1037,"MacArthur Station","555 40th Street, Oakland, CA 94609","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",15.7
1038,"MacArthur Station","555 40th Street, Oakland, CA 94609","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",13.94
1039,"MacArthur Station","555 40th Street, Oakland, CA 94609","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",16.15
1040,"MacArthur Station","555 40th Street, Oakland, CA 94609","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",10.67
1041,"MacArthur Station","555 40th Street, Oakland, CA 94609","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",9.39
1042,"MacArthur Station","555 40th Street, Oakland, CA 94609","Colma Station","365 D Street, Colma, CA 94014",18.68
1043,"MacArthur Station","555 40th Street, Oakland, CA 94609","Concord Station","1451 Oakland Avenue, Concord, CA 94520",19.71
1044,"MacArthur Station","555 40th Street, Oakland, CA 94609","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",17.74
1045,"MacArthur Station","555 40th Street, Oakland, CA 94609","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",3.03
1046,"MacArthur Station","555 40th Street, Oakland, CA 94609","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",26.11
1047,"MacArthur Station","555 40th Street, Oakland, CA 94609","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",9.13
1048,"MacArthur Station","555 40th Street, Oakland, CA 94609","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",7.81
1049,"MacArthur Station","555 40th Street, Oakland, CA 94609","Embarcadero Station","298 Market Street, San Francisco, CA 94111",9.92
1050,"MacArthur Station","555 40th Street, Oakland, CA 94609","Fremont Station","2000 BART Way, Fremont, CA 94536",30.44
1051,"MacArthur Station","555 40th Street, Oakland, CA 94609","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",7.1
1052,"MacArthur Station","555 40th Street, Oakland, CA 94609","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",14.84
1053,"MacArthur Station","555 40th Street, Oakland, CA 94609","Hayward Station","699 'B' Street, Hayward, CA 94541",16.59
1054,"MacArthur Station","555 40th Street, Oakland, CA 94609","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",10.63
1055,"MacArthur Station","555 40th Street, Oakland, CA 94609","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",2.62
1056,"MacArthur Station","555 40th Street, Oakland, CA 94609","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",23.43
1057,"MacArthur Station","555 40th Street, Oakland, CA 94609","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",10.4
1058,"MacArthur Station","555 40th Street, Oakland, CA 94609","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",3.8
1059,"MacArthur Station","555 40th Street, Oakland, CA 94609","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",22.17
1060,"MacArthur Station","555 40th Street, Oakland, CA 94609","Orinda Station","11 Camino Pablo, Orinda, CA 94563",6.92
1061,"MacArthur Station","555 40th Street, Oakland, CA 94609","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",26.66
1062,"MacArthur Station","555 40th Street, Oakland, CA 94609","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",15.5
1063,"MacArthur Station","555 40th Street, Oakland, CA 94609","Powell St. Station","899 Market Street, San Francisco, CA 94102",10.39
1064,"MacArthur Station","555 40th Street, Oakland, CA 94609","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",10.68
1065,"MacArthur Station","555 40th Street, Oakland, CA 94609","Rockridge Station","5660 College Avenue, Oakland, CA 94618",1.77
1066,"MacArthur Station","555 40th Street, Oakland, CA 94609","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",21.99
1067,"MacArthur Station","555 40th Street, Oakland, CA 94609","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",22.9
1068,"MacArthur Station","555 40th Street, Oakland, CA 94609","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",12.53
1069,"MacArthur Station","555 40th Street, Oakland, CA 94609","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",21.3
1070,"MacArthur Station","555 40th Street, Oakland, CA 94609","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",21.32
1071,"MacArthur Station","555 40th Street, Oakland, CA 94609","Union City Station","10 Union Square, Union City, CA 94587",24.68
1072,"MacArthur Station","555 40th Street, Oakland, CA 94609","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",13.84
1073,"MacArthur Station","555 40th Street, Oakland, CA 94609","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",24.92
1074,"MacArthur Station","555 40th Street, Oakland, CA 94609","West Oakland Station","1451 7th Street, Oakland, CA 94607",4.21
1075,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",24.27
1076,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",14.55
1077,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",23.74
1078,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",12.77
1079,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",24.16
1080,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",12.76
1081,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",24.0
1082,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",23.11
1083,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",14.16
1084,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",29.23
1085,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Colma Station","365 D Street, Colma, CA 94014",9.87
1086,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Concord Station","1451 Oakland Avenue, Concord, CA 94520",42.54
1087,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",11.02
1088,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",25.85
1089,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",36.84
1090,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",28.38
1091,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",27.07
1092,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Embarcadero Station","298 Market Street, San Francisco, CA 94111",15.38
1093,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Fremont Station","2000 BART Way, Fremont, CA 94536",31.25
1094,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",27.5
1095,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",12.54
1096,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Hayward Station","699 'B' Street, Hayward, CA 94541",21.55
1097,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",33.46
1098,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",25.18
1099,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","MacArthur Station","555 40th Street, Oakland, CA 94609",22.79
1100,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",15.04
1101,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",25.36
1102,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",45.0
1103,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Orinda Station","11 Camino Pablo, Orinda, CA 94563",29.75
1104,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",49.49
1105,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",38.33
1106,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Powell St. Station","899 Market Street, San Francisco, CA 94102",14.58
1107,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",29.94
1108,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Rockridge Station","5660 College Avenue, Oakland, CA 94618",24.52
1109,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",4.79
1110,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",5.4
1111,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",27.36
1112,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",22.11
1113,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",6.89
1114,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Union City Station","10 Union Square, Union City, CA 94587",25.49
1115,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",36.67
1116,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",35.64
1117,"Millbrae Station","200 North Rollins Road, Millbrae, CA 94030","West Oakland Station","1451 7th Street, Oakland, CA 94607",22.63
1118,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",10.39
1119,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",2.2
1120,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",9.86
1121,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",4.32
1122,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",10.28
1123,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",7.35
1124,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",22.32
1125,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",24.53
1126,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",0.85
1127,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",15.92
1128,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Colma Station","365 D Street, Colma, CA 94014",10.33
1129,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Concord Station","1451 Oakland Avenue, Concord, CA 94520",28.66
1130,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",9.4
1131,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",11.97
1132,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",34.48
1133,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",14.5
1134,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",13.19
1135,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Embarcadero Station","298 Market Street, San Francisco, CA 94111",0.34
1136,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Fremont Station","2000 BART Way, Fremont, CA 94536",36.97
1137,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",13.62
1138,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",6.49
1139,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Hayward Station","699 'B' Street, Hayward, CA 94541",24.48
1140,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",19.58
1141,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",11.3
1142,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","MacArthur Station","555 40th Street, Oakland, CA 94609",8.91
1143,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",14.65
1144,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",11.48
1145,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",31.12
1146,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Orinda Station","11 Camino Pablo, Orinda, CA 94563",15.87
1147,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",35.61
1148,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",24.45
1149,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Powell St. Station","899 Market Street, San Francisco, CA 94102",0.41
1150,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",16.06
1151,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","Rockridge Station","5660 College Avenue, Oakland, CA 94618",10.64
1152,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",13.22
1153,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",14.12
1154,"Montgomery St. Station","598 Market Street, San Francisco, CA 94104","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",19.05
